bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,price
4.0,1.75,1810.0,7480.0,1.0,0.0,0.0,3.0,7.0,1230.0,580.0,1977.0,0.0,98023.0,47.3275,-122.361,1870.0,26.0
4.0,2.5,3200.0,36276.0,2.0,0.0,0.0,3.0,9.0,3200.0,0.0,1993.0,0.0,98053.0,47.6304,-121.994,2930.0,73.75
2.0,1.0,1490.0,3825.0,1.0,0.0,0.0,3.0,7.0,860.0,630.0,1929.0,0.0,98117.0,47.6799,-122.381,1460.0,47.5
3.0,1.0,980.0,7000.0,1.0,0.0,0.0,3.0,6.0,980.0,0.0,1953.0,0.0,98133.0,47.7617,-122.357,1220.0,33.0
4.0,2.5,1820.0,7912.0,2.0,0.0,0.0,3.0,7.0,1820.0,0.0,1994.0,0.0,98038.0,47.3845,-122.029,1820.0,32.95
3.0,2.0,2270.0,28025.0,1.0,0.0,0.0,4.0,7.0,1920.0,350.0,1947.0,0.0,98168.0,47.4857,-122.318,1770.0,34.05
3.0,2.0,3660.0,22410.0,1.0,0.0,3.0,4.0,9.0,1830.0,1830.0,1947.0,0.0,98117.0,47.6972,-122.4,2680.0,120.0
4.0,2.0,1440.0,7680.0,1.0,0.0,0.0,3.0,7.0,1200.0,240.0,1971.0,0.0,98034.0,47.7245,-122.2,1460.0,39.7
3.0,1.5,1060.0,9711.0,1.0,0.0,0.0,3.0,7.0,1060.0,0.0,1963.0,0.0,98198.0,47.4095,-122.315,1650.0,29.185
3.0,1.0,1180.0,7669.0,1.0,0.0,0.0,4.0,7.0,1180.0,0.0,1967.0,0.0,98058.0,47.4479,-122.176,1190.0,21.5
4.0,2.5,1560.0,4350.0,2.0,0.0,0.0,3.0,7.0,1560.0,0.0,2003.0,0.0,98056.0,47.5025,-122.186,1560.0,28.0
3.0,1.5,1670.0,8230.0,1.0,0.0,0.0,5.0,7.0,1670.0,0.0,1954.0,0.0,98001.0,47.2613,-122.255,2077.0,22.795
3.0,3.0,2990.0,9773.0,2.0,0.0,0.0,4.0,8.0,2990.0,0.0,1973.0,0.0,98005.0,47.6344,-122.174,2230.0,84.995
3.0,2.5,2250.0,11632.0,2.0,0.0,0.0,3.0,8.0,2250.0,0.0,1988.0,0.0,98056.0,47.5272,-122.169,2360.0,53.8
4.0,2.5,2710.0,5880.0,2.0,0.0,0.0,3.0,9.0,2710.0,0.0,1998.0,0.0,98092.0,47.3314,-122.172,2520.0,37.0
3.0,2.5,3680.0,13384.0,2.0,0.0,0.0,3.0,10.0,3680.0,0.0,1994.0,0.0,98006.0,47.5484,-122.119,3600.0,103.0
4.0,2.0,2490.0,9525.0,2.0,0.0,0.0,5.0,9.0,2490.0,0.0,1968.0,0.0,98040.0,47.5639,-122.217,2770.0,94.0
3.0,2.5,1805.0,3402.0,2.0,0.0,0.0,3.0,7.0,1805.0,0.0,2009.0,0.0,98002.0,47.3521,-122.212,2095.0,26.6
4.0,2.0,2330.0,5000.0,1.5,0.0,0.0,5.0,7.0,1720.0,610.0,1925.0,0.0,98117.0,47.6804,-122.358,2090.0,89.1
5.0,2.75,2160.0,4000.0,1.5,0.0,0.0,5.0,7.0,1530.0,630.0,1927.0,0.0,98105.0,47.667,-122.289,2040.0,67.15
4.0,2.5,1840.0,9611.0,2.0,0.0,0.0,3.0,7.0,1840.0,0.0,1996.0,0.0,98178.0,47.4964,-122.251,1830.0,36.0
3.0,2.5,1780.0,7848.0,1.0,0.0,0.0,3.0,7.0,1320.0,460.0,1978.0,0.0,98038.0,47.3608,-122.056,1680.0,27.05
3.0,1.5,1820.0,10608.0,1.0,0.0,0.0,4.0,7.0,1820.0,0.0,1962.0,0.0,98003.0,47.3366,-122.306,1380.0,26.4
4.0,1.75,2480.0,14782.0,1.0,0.0,3.0,3.0,8.0,1460.0,1020.0,1958.0,0.0,98155.0,47.7646,-122.271,2910.0,55.0
5.0,2.5,2340.0,7200.0,1.0,0.0,0.0,3.0,7.0,1300.0,1040.0,1975.0,0.0,98034.0,47.7206,-122.211,1930.0,47.5
3.0,2.75,2360.0,16117.0,1.0,0.0,0.0,4.0,8.0,1710.0,650.0,1983.0,0.0,98006.0,47.5698,-122.121,2120.0,69.11
3.0,1.0,1430.0,15246.0,1.0,0.0,0.0,4.0,7.0,980.0,450.0,1961.0,0.0,98031.0,47.4075,-122.214,1960.0,23.5
3.0,1.0,1900.0,14400.0,1.0,0.0,0.0,4.0,7.0,1300.0,600.0,1954.0,0.0,98166.0,47.4147,-122.337,1940.0,31.5
3.0,1.75,1470.0,7650.0,1.0,0.0,0.0,3.0,7.0,1130.0,340.0,1983.0,0.0,98059.0,47.4818,-122.161,1590.0,32.8
4.0,2.5,2240.0,12032.0,1.0,0.0,0.0,3.0,9.0,2240.0,0.0,1983.0,0.0,98074.0,47.6143,-122.017,2520.0,59.25
4.0,2.5,3450.0,39683.0,2.0,0.0,0.0,3.0,10.0,3450.0,0.0,2002.0,0.0,98010.0,47.342,-122.025,3350.0,72.0
5.0,2.0,2260.0,12500.0,1.0,0.0,0.0,4.0,8.0,1130.0,1130.0,1960.0,0.0,98032.0,47.3887,-122.286,1360.0,25.8
3.0,2.5,1940.0,9000.0,1.0,0.0,0.0,4.0,7.0,970.0,970.0,1948.0,0.0,98117.0,47.6933,-122.393,2190.0,57.6
3.0,2.25,1270.0,2790.0,1.0,0.0,0.0,3.0,7.0,990.0,280.0,1970.0,0.0,98199.0,47.6581,-122.396,1920.0,54.35
4.0,2.0,1910.0,2874.0,1.0,0.0,0.0,3.0,7.0,1060.0,850.0,1910.0,0.0,98122.0,47.6101,-122.295,1520.0,49.3
3.0,1.0,1210.0,3328.0,1.5,0.0,0.0,4.0,7.0,1210.0,0.0,1924.0,0.0,98107.0,47.6729,-122.363,1640.0,52.9
3.0,1.75,2500.0,6840.0,1.0,0.0,0.0,3.0,8.0,1300.0,1200.0,1957.0,0.0,98125.0,47.7222,-122.32,1580.0,42.5
4.0,2.5,2160.0,7725.0,1.0,0.0,0.0,4.0,8.0,1460.0,700.0,1978.0,0.0,98023.0,47.3078,-122.378,2060.0,29.5
3.0,1.75,1450.0,12125.0,1.0,0.0,0.0,4.0,7.0,1450.0,0.0,1981.0,0.0,98001.0,47.3575,-122.28,1210.0,24.3
3.0,2.5,2010.0,2287.0,2.0,0.0,0.0,3.0,8.0,1390.0,620.0,2014.0,0.0,98029.0,47.5517,-121.998,1690.0,45.3246
4.0,2.0,1400.0,3600.0,1.0,0.0,0.0,3.0,7.0,1100.0,300.0,1900.0,0.0,98119.0,47.6385,-122.37,1630.0,48.5
5.0,1.75,1660.0,78408.0,1.5,0.0,0.0,3.0,6.0,1660.0,0.0,1915.0,0.0,98065.0,47.529,-121.837,1660.0,20.1
4.0,3.25,4670.0,51836.0,2.0,0.0,0.0,4.0,12.0,4670.0,0.0,1988.0,0.0,98005.0,47.635,-122.164,4230.0,158.0
4.0,2.25,3250.0,34293.0,2.0,0.0,0.0,4.0,9.0,3250.0,0.0,1983.0,0.0,98042.0,47.3496,-122.094,3110.0,48.0
3.0,1.0,1180.0,5650.0,1.0,0.0,0.0,3.0,7.0,1180.0,0.0,1955.0,0.0,98178.0,47.5112,-122.257,1340.0,22.19
3.0,2.0,2590.0,14052.0,1.0,0.0,0.0,5.0,8.0,1720.0,870.0,1948.0,0.0,98133.0,47.7357,-122.333,1570.0,48.7
3.0,1.75,1530.0,7245.0,1.0,0.0,0.0,4.0,7.0,1530.0,0.0,1984.0,0.0,98034.0,47.731,-122.191,1530.0,44.0
2.0,2.0,1070.0,649.0,2.0,0.0,0.0,3.0,9.0,720.0,350.0,2008.0,0.0,98106.0,47.5213,-122.357,1070.0,25.995
3.0,2.0,2920.0,13650.0,1.0,0.0,2.0,5.0,8.0,1460.0,1460.0,1975.0,0.0,98033.0,47.6652,-122.188,2920.0,79.5
4.0,3.25,4740.0,76230.0,2.0,0.0,0.0,3.0,10.0,4740.0,0.0,1987.0,0.0,98075.0,47.5931,-122.071,3340.0,97.0
3.0,1.5,1050.0,4590.0,1.0,0.0,0.0,3.0,7.0,850.0,200.0,1949.0,0.0,98115.0,47.6943,-122.29,1770.0,43.8924
4.0,2.5,1820.0,6753.0,2.0,0.0,0.0,3.0,7.0,1820.0,0.0,1994.0,0.0,98038.0,47.3845,-122.032,1820.0,32.25
3.0,1.5,1340.0,7912.0,1.5,0.0,0.0,3.0,7.0,1340.0,0.0,1955.0,0.0,98133.0,47.7658,-122.339,1480.0,31.3
4.0,2.75,2750.0,17789.0,1.5,0.0,0.0,3.0,8.0,1980.0,770.0,1914.0,1992.0,98004.0,47.6141,-122.212,3060.0,145.0
4.0,2.5,3840.0,16619.0,2.0,0.0,1.0,4.0,10.0,3840.0,0.0,1983.0,0.0,98040.0,47.5634,-122.213,3600.0,112.0
2.0,1.0,950.0,3960.0,1.0,0.0,0.0,3.0,7.0,950.0,0.0,1941.0,0.0,98103.0,47.6885,-122.337,1320.0,48.2
3.0,1.75,1790.0,9813.0,2.0,0.0,0.0,3.0,7.0,1790.0,0.0,1949.0,0.0,98155.0,47.749,-122.305,1520.0,45.1
1.0,1.5,1010.0,1157.0,2.0,0.0,0.0,3.0,8.0,950.0,60.0,2007.0,0.0,98126.0,47.5492,-122.372,1360.0,20.0
4.0,2.5,1980.0,7403.0,2.0,0.0,0.0,3.0,7.0,1980.0,0.0,1988.0,0.0,98023.0,47.2897,-122.372,1980.0,24.35
3.0,2.25,1580.0,47916.0,1.0,0.0,0.0,3.0,7.0,1580.0,0.0,1979.0,0.0,98024.0,47.5583,-121.852,1980.0,35.0
4.0,3.0,2380.0,5125.0,1.5,0.0,0.0,4.0,7.0,1680.0,700.0,1925.0,0.0,98126.0,47.5384,-122.376,1410.0,47.0
3.0,1.75,1080.0,1306.0,1.0,0.0,0.0,3.0,7.0,580.0,500.0,1954.0,2003.0,98199.0,47.6601,-122.4,1440.0,33.1
5.0,2.5,1710.0,7700.0,1.5,0.0,0.0,3.0,7.0,1710.0,0.0,1962.0,0.0,98007.0,47.5922,-122.146,1530.0,43.165
5.0,2.25,3200.0,20158.0,1.0,0.0,0.0,3.0,8.0,1600.0,1600.0,1965.0,0.0,98004.0,47.6303,-122.215,3390.0,133.0
4.0,1.75,2950.0,9025.0,1.0,0.0,2.0,4.0,8.0,1780.0,1170.0,1975.0,0.0,98034.0,47.7128,-122.223,2120.0,63.0
4.0,2.25,2010.0,9603.0,1.0,0.0,0.0,3.0,8.0,1440.0,570.0,1986.0,0.0,98027.0,47.5343,-122.054,2060.0,66.05
4.0,5.0,4550.0,18641.0,1.0,1.0,4.0,3.0,10.0,2600.0,1950.0,2002.0,0.0,98074.0,47.6053,-122.077,4550.0,308.0
2.0,1.0,940.0,5120.0,1.0,0.0,0.0,3.0,7.0,940.0,0.0,1909.0,0.0,98122.0,47.6073,-122.308,1300.0,37.5
3.0,2.5,3030.0,45004.0,2.0,0.0,0.0,3.0,9.0,3030.0,0.0,1987.0,0.0,98077.0,47.7721,-122.093,3080.0,27.4975
4.0,2.25,2030.0,8517.0,1.0,0.0,0.0,4.0,8.0,1380.0,650.0,1961.0,0.0,98006.0,47.5495,-122.174,2230.0,50.0
3.0,2.5,2280.0,10255.0,2.0,0.0,0.0,4.0,8.0,2280.0,0.0,1985.0,0.0,98058.0,47.4334,-122.161,2310.0,38.0
3.0,2.5,2720.0,6439.0,2.0,0.0,0.0,3.0,9.0,2720.0,0.0,2005.0,0.0,98065.0,47.5422,-121.86,3180.0,61.9
3.0,1.75,1320.0,17390.0,1.0,0.0,0.0,4.0,7.0,1320.0,0.0,1956.0,0.0,98003.0,47.3257,-122.296,1550.0,19.9
3.0,4.5,3970.0,24920.0,2.0,0.0,2.0,3.0,10.0,3260.0,710.0,1977.0,1999.0,98034.0,47.7183,-122.258,2610.0,145.0
3.0,2.0,2020.0,38332.0,1.0,0.0,0.0,4.0,7.0,1010.0,1010.0,1975.0,0.0,98027.0,47.4582,-122.023,2110.0,42.0
3.0,1.75,1520.0,6380.0,1.0,0.0,0.0,3.0,7.0,790.0,730.0,1948.0,0.0,98115.0,47.695,-122.304,1520.0,43.8
2.0,2.0,1100.0,3000.0,1.5,0.0,0.0,3.0,7.0,1100.0,0.0,1912.0,2005.0,98117.0,47.6797,-122.362,1390.0,45.0
3.0,2.5,2180.0,7508.0,1.0,0.0,0.0,4.0,7.0,1420.0,760.0,1962.0,0.0,98133.0,47.7606,-122.336,1900.0,40.0
4.0,2.5,2120.0,13780.0,2.0,0.0,0.0,3.0,8.0,2120.0,0.0,1993.0,0.0,98146.0,47.4987,-122.365,1880.0,40.395
3.0,2.5,1520.0,1304.0,2.0,0.0,0.0,3.0,8.0,1180.0,340.0,2006.0,0.0,98136.0,47.5446,-122.385,1270.0,43.8
3.0,2.0,1370.0,8336.0,1.0,0.0,0.0,5.0,7.0,1370.0,0.0,1964.0,0.0,98133.0,47.7458,-122.331,1770.0,37.15
2.0,1.0,1060.0,5703.0,1.0,0.0,2.0,4.0,6.0,1060.0,0.0,1946.0,0.0,98198.0,47.3444,-122.327,2240.0,32.5
2.0,1.0,1110.0,3200.0,1.0,0.0,0.0,3.0,7.0,1110.0,0.0,1925.0,0.0,98119.0,47.6338,-122.358,1170.0,66.5
